customer_id,full_name,age,gender,email,phone_number,country,zip_code,signup_date,last_purchase_date,product_category,purchase_amount,annual_salary,satisfaction_rating,is_subscribed,notes,loyalty_points,is_valid_email
1010,Michael Cross,71,Non-binary,michael.cross@gmail.com,Not Provided,United States Of America,73346,2024-07-13,2018-06-13,Books,206.16,45731.65,2.0,Yes,Choice Father Why Often My Security Arm.,100.0,True
1324,Amy Lang,76,Non-binary,amy.lang@gmail.com,0496110804,Germany,50499,2022-07-08,2018-03-08,Clothing,378.08,71257.24,4.0,No,-,200.5,True
1078,Raymond Thomas,27,Not Provided,raymond.thomas@gmail.com,10415747338,United States Of America,36038,2020-09-18,2018-10-30,Books,,2605.1,5.0,Not Provided,-,,True
1030,Not Provided,57,Female,edward@hotmail.com,9413186999,United Kingdom,30082,2023-06-03,2021-04-24,Not Provided,390.26,42965.87,2.0,No,-,,True
1184,Dr. Sheila Henry,19,Male,dr..sheila.henry@company.com,8463920867,United Kingdom,71380,2021-11-14,2019-11-18,Books,343.34,39925.28,4.0,Yes,-,,True
1195,Jennifer Sanchez,67,Not Provided,jennifer.sanchez@yahoo.com,0979251327,Germany,12481,2020-07-10,2024-08-20,Electronics,,67513.35,,Yes,See Attached File!!!,200.5,True
1222,Wayne Ramirez,54,Female,wayne.ramirez@company.com,0568299629,France,15816,2025-10-01,2019-11-23,Electronics,,65275.72,4.0,No,-,,True
1209,Not Provided,25,Male,eric@gmail.com,Not Provided,Germany,41445,2024-11-08,2021-12-24,Home & Garden,59.61,58463.62,,No,Travel Involve Training Show Prevent North Citizen.,,True
1281,Kathryn Martinez,85,Male,kathryn.martinez@company.com,19847139155,South Africa,770,2021-03-05,2022-06-01,Electronics,356.25,53809.49,2.0,No,-,150.0,True
1208,Robin Garrett,5,Other,robin.garrett@company.com,Not Provided,United States Of America,51248,2019-05-23,2021-12-10,Not Provided,84.48,30085.22,,No,Want We Difficult.,100.0,True
1124,Samuel Davis,90,Male,samuel.davis@gmail.com,4903521356,South Africa,67801,2018-08-09,2022-12-20,Not Provided,303.68,51152.78,2.0,Yes,-,200.5,True
1250,Jason Gonzalez,67,Not Provided,jason.gonzalez@gmail.com,13179706239,France,60137,2018-01-22,2018-04-14,Clothing,167.97,59329.17,1.0,No,-,150.0,True
1076,Jonathan Carr,77,Female,jonathan.carr@gmail.com,Not Provided,United Kingdom,62315,2019-11-26,2023-07-13,Books,183.76,54283.48,2.0,Yes,Relationship Million Night Your.,200.5,True
1382,Mark Mcmahon,39,Non-binary,mark.mcmahon@yahoo.com,4240338105,Germany,83428,2020-02-24,2020-09-25,Home And Garden,345.99,,2.0,Not Provided,-,150.0,True
1342,Stephen Robles,61,Other,stephen.robles@yahoo.com,2206815583,Not Provided,823,2023-10-20,,Clothing,129.43,55420.08,,No,-,150.0,True
1323,Benjamin Greene,28,Not Provided,benjamin.greene@hotmail.com,Not Provided,United Kingdom,57979,2019-02-26,2018-11-03,Home & Garden,103.08,61145.99,1.0,No,Help Three Really.,150.0,True
1244,Kelly Bentley,,Male,Not Provided,Not Provided,South Africa,708,2019-08-07,2019-05-11,Books,254.69,76779.01,,Yes,See Attached File!!!,100.0,False
1331,Not Provided,63,Male,ronald@gmail.com,Not Provided,Germany,49926,2023-10-29,2020-06-21,Not Provided,486.78,57346.55,3.0,Not Provided,Once Let Perform International Level.,200.5,True
1140,Robert Turner,67,Male,robert.turner@gmail.com,Not Provided,Not Provided,37246,2021-06-02,2024-06-12,Electronics,173.28,56993.03,3.0,No,See Attached File!!!,200.5,True
1009,Corey Herrera,57,Other,corey.herrera@gmail.com,2624731781,United States Of America,7131,2019-03-15,2021-05-11,Clothing,423.82,65851.2,,Yes,-,200.5,True
1072,Julie Koch Dds,,Not Provided,Not Provided,11687339500,United States Of America,Not Provided,,2022-10-30,Clothing,129.95,,2.0,No,-,100.0,False
1400,Not Provided,68,Non-binary,morgan@company.com,1577871121,United States Of America,52529,2022-10-16,2021-08-30,Not Provided,447.16,39539.8,1.0,Yes,Current Forget Fish You Main Reduce.,150.0,True
1487,Troy White,5,Not Provided,troy.white@hotmail.com,6817151602,Germany,42316,2018-01-31,2024-09-01,Books,278.04,36202.4,2.0,Yes,See Attached File!!!,200.5,True
1225,Ashley Daniels,,Male,ashley.daniels@hotmail.com,8542493214,United Kingdom,80882,2022-11-20,2019-09-12,Electronics,32.01,66417.81,,Yes,Interview Condition Other Or.,200.5,True
1073,James Hudson,84,Male,james.hudson@company.com,3584168784,United Kingdom,821,2022-11-13,2019-01-26,Not Provided,28.05,42097.6,1.0,Yes,-,100.0,True
1177,Marie Boyd,60,Not Provided,marie.boyd@yahoo.com,5086376599,South Africa,13308,2021-09-15,2021-12-10,Not Provided,256.44,78171.91,,Yes,Election Accept Season According Mission Mind.,,True
1403,Deborah Bowen,42,Male,deborah.bowen@yahoo.com,7279103368,Germany,22272,2018-09-08,2022-03-03,Books,372.27,84022.87,4.0,No,-,200.5,True
1068,Barbara Harris,19,Other,barbara.harris@hotmail.com,2370589578,United Kingdom,17510,2022-10-16,2022-04-11,Home And Garden,271.27,53559.8,1.0,Yes,See Attached File!!!,200.5,True
1155,Monica Snow,78,Female,Not Provided,7716701450,Germany,92850,2018-11-24,2022-08-31,Books,,,,No,-,100.0,False
1055,Not Provided,27,Non-binary,justin@gmail.com,1998679807,Germany,75429,2022-07-22,2022-08-30,Home & Garden,431.08,67233.53,4.0,No,-,,True
1405,Not Provided,1,Male,mary@hotmail.com,Not Provided,United States Of America,12250,2024-05-28,2019-08-08,Clothing,57.09,98063.65,5.0,Yes,-,,True
1298,Not Provided,68,Male,thomas@yahoo.com,0122777079,United States Of America,32302,2021-04-10,2019-06-29,Clothing,5.69,64242.07,5.0,Yes,-,,True
1077,Maria Steele,80,Non-binary,maria.steele@hotmail.com,9733484344,United States Of America,92893,2024-10-06,2021-07-31,Clothing,143.75,86292.87,2.0,Not Provided,Real Major Look Night Various.,200.5,True
1468,James Watson Md,34,Not Provided,james.watson.md@yahoo.com,1739063757,United States Of America,74314,2022-02-02,2019-01-14,Clothing,150.11,19825.21,5.0,No,-,150.0,True
1317,John Valenzuela,,Non-binary,Not Provided,Not Provided,South Africa,88673,2023-10-27,2022-10-28,Home And Garden,401.66,45139.98,3.0,Yes,-,150.0,False
1475,Joseph Schmidt,22,Not Provided,joseph.schmidt@company.com,9324268774,Germany,90333,2020-11-23,2021-09-16,Not Provided,143.09,87572.31,3.0,Yes,-,100.0,True
1090,Jennifer Allen,51,Other,jennifer.allen@company.com,Not Provided,United States Of America,42655,2021-06-23,2024-01-07,Toys,158.53,44964.86,1.0,No,Herself Move Grow End Mention.,,True
1238,Not Provided,80,Not Provided,michael@company.com,Not Provided,South Africa,95561,2019-06-01,2024-03-10,Electronics,272.27,56637.48,1.0,No,-,,True
1485,Sarah Brooks,16,Male,sarah.brooks@gmail.com,7251786376,United States Of America,61250,2021-10-14,2023-09-24,Home & Garden,179.85,68393.45,5.0,No,-,150.0,True
1063,Haley Quinn,,Female,haley.quinn@yahoo.com,11952058527,France,91647,2022-06-30,2020-10-13,Home & Garden,362.83,51286.82,,No,Though Firm Financial Huge Spring.,150.0,True
1457,Lynn Yang,10,Female,lynn.yang@yahoo.com,6472298120,South Africa,Not Provided,2020-01-19,2020-07-25,Electronics,70.34,,4.0,Yes,-,150.0,True
1070,Not Provided,51,Female,gary@hotmail.com,9229959001,South Africa,6459,2023-07-30,2021-04-08,Clothing,13.03,75070.66,2.0,Yes,-,,True
1002,Not Provided,21,Not Provided,christine@yahoo.com,5931034131,United States Of America,50324,2022-07-02,2021-12-07,Books,74.12,67953.77,3.0,No,-,,True
1287,Not Provided,43,Female,laura@hotmail.com,0443973597,United States Of America,117,2020-06-29,2023-11-27,Electronics,351.73,26397.17,4.0,Yes,-,100.0,True
1341,Stephanie Patel,49,Male,stephanie.patel@yahoo.com,7081647090,United Kingdom,6879,2022-11-13,2025-01-20,Electronics,206.97,81109.58,5.0,No,-,200.5,True
1137,Barbara Todd,30,Female,barbara.todd@company.com,2233206163,Not Provided,82712,2023-10-30,2022-08-02,Clothing,214.66,98809.11,5.0,No,-,150.0,True
1249,David Jensen,85,Male,Not Provided,7010822078,United States Of America,15713,2024-05-23,2018-04-05,Books,,40392.67,3.0,Yes,See Attached File!!!,200.5,False
1194,Zachary Gonzalez,,Male,zachary.gonzalez@yahoo.com,1837645208,United States Of America,68779,2020-03-06,2018-05-12,Books,89.74,109403.38,5.0,Yes,-,,True
1172,Lisa Martin,89,Male,lisa.martin@gmail.com,8272299275,United States Of America,5798,2021-10-30,2019-12-21,Books,324.6,64476.66,4.0,Yes,-,100.0,True
1082,Michele Collins,15,Male,michele.collins@yahoo.com,11459332727,Germany,98508,2024-01-11,2019-11-15,Not Provided,182.72,56835.22,5.0,Not Provided,Their Bank Land Region Back Nor Article Natural.,,True
1453,Not Provided,1,Male,david@yahoo.com,18097887543,United States Of America,75899,2022-03-10,2020-06-16,Electronics,323.73,57313.49,5.0,No,Security Break Drop Run They Gun.,,True
1318,William Bennett,17,Other,william.bennett@company.com,Not Provided,United Kingdom,79316,2020-04-14,,Books,43.99,43212.7,3.0,Yes,-,,True
1033,Jessica Ramirez,64,Female,jessica.ramirez@yahoo.com,9671756551,France,21580,2019-09-25,2021-02-19,Clothing,54.18,33845.78,2.0,No,Fire Follow Wife Identify.,200.5,True
1426,Harold Mckinney,64,Female,harold.mckinney@gmail.com,18971480263,United Kingdom,869,2018-04-10,2022-12-16,Clothing,363.83,,3.0,Yes,-,100.0,True
1227,Not Provided,14,Female,thomas@gmail.com,5772459928,United Kingdom,13992,2018-01-24,2021-08-23,Electronics,29.1,,,No,See Attached File!!!,,True
1000,Allison Hill,,Male,allison.hill@yahoo.com,3218196001,Not Provided,29158,2018-05-03,2020-03-25,Not Provided,435.3,64934.28,3.0,No,-,,True
1011,Jennifer David,43,Non-binary,jennifer.david@yahoo.com,9399091699,Germany,69023,2023-03-01,2018-04-07,Clothing,257.16,45685.4,3.0,Yes,-,,True
1237,Tonya Vega,67,Female,tonya.vega@hotmail.com,10185694544,United States Of America,13382,2019-09-11,2023-10-31,Clothing,160.28,45292.73,4.0,No,-,150.0,True
1022,Antonio Wall,52,Not Provided,Not Provided,6909670546,United States Of America,55422,2024-04-24,2022-09-01,Home And Garden,224.15,56350.56,1.0,No,-,,False
1104,Justin Mullen,51,Not Provided,justin.mullen@hotmail.com,13622660937,South Africa,78122,2018-07-02,2024-04-30,Toys,273.02,25729.7,4.0,Yes,Son Mr Hand Culture.,,True
1296,Thomas Patrick,27,Non-binary,thomas.patrick@gmail.com,Not Provided,United Kingdom,28166,2022-12-31,2023-04-27,Home And Garden,130.0,35369.83,4.0,Not Provided,-,,True
1101,Not Provided,79,Female,stephanie@gmail.com,7374167243,South Africa,33620,2019-11-19,,Clothing,38.56,,4.0,Yes,See Attached File!!!,100.0,True
1079,Joshua Hickman,85,Female,joshua.hickman@gmail.com,6773454019,Germany,30938,2019-02-08,2024-06-14,Not Provided,79.62,71438.05,,Yes,-,100.0,True
1429,Kathryn Mullen,23,Non-binary,kathryn.mullen@yahoo.com,8214236914,United States Of America,29187,2024-01-27,2020-05-02,Books,234.44,45616.49,2.0,No,-,100.0,True
1431,Jennifer Campos,26,Male,jennifer.campos@company.com,19439852989,South Africa,38950,2024-11-13,,Electronics,49.52,82077.45,1.0,No,-,100.0,True
1018,Jeffrey Carpenter,22,Female,jeffrey.carpenter@yahoo.com,Not Provided,South Africa,86314,2022-03-18,2025-01-13,Not Provided,,36839.52,,Not Provided,-,,True
1176,Dale Heath,44,Other,dale.heath@yahoo.com,Not Provided,South Africa,Not Provided,2022-10-13,2023-01-01,Toys,43.88,70741.69,4.0,No,Me Brother Lot Candidate Owner Still To.,,True
1231,Alan Griffith,2,Male,alan.griffith@company.com,Not Provided,Germany,64293,2024-12-01,,Electronics,,68027.83,5.0,No,-,100.0,True
1243,Lydia Howard,3,Female,lydia.howard@yahoo.com,1732030937,Not Provided,51457,2023-12-26,2018-04-06,Home & Garden,50.06,45561.36,2.0,Yes,See Attached File!!!,,True
1132,Ann Fletcher,66,Female,ann.fletcher@gmail.com,Not Provided,United Kingdom,84269,2019-07-29,2019-08-22,Books,135.86,36812.25,4.0,Yes,Land Enter Economic Attack Either Blue.,100.0,True
1039,Brett Schultz,85,Non-binary,brett.schultz@company.com,1724005045,Germany,49632,2024-08-26,,Clothing,384.84,58937.22,2.0,Yes,-,100.0,True
1464,Not Provided,26,Male,Not Provided,11995298006,United States Of America,12330,2022-05-04,2018-08-12,Clothing,52.47,,1.0,Yes,-,,False
1046,Carlos King,,Female,carlos.king@gmail.com,2102053950,United Kingdom,23339,2023-04-10,2023-01-22,Home & Garden,,45787.22,2.0,Yes,Appear Score Moment Second Live.,150.0,True
1357,Connie Scott,34,Female,connie.scott@hotmail.com,7128715399,United States Of America,8977,2018-06-12,2018-04-16,Books,416.36,67482.4,4.0,No,-,,True
1277,Elijah Montes,42,Not Provided,elijah.montes@company.com,13718344049,Germany,53195,2019-02-16,2023-11-01,Books,154.17,40846.61,1.0,No,-,,True
1362,Not Provided,,Other,sierra@yahoo.com,1859626301,United Kingdom,32070,2019-10-24,2018-02-25,Books,245.03,41456.77,3.0,No,See Attached File!!!,200.5,True
1093,Michael Smith,37,Male,michael.smith@company.com,8750997700,United Kingdom,70259,2024-08-20,2024-02-17,Books,420.59,,3.0,No,-,100.0,True
1446,Alison Huff,,Female,alison.huff@yahoo.com,14496410496,South Africa,Not Provided,,2022-08-27,Clothing,8.54,32507.16,2.0,Yes,Affect Him Know Difference Here Process Mouth.,100.0,True
1203,Richard Reyes,,Female,richard.reyes@company.com,14805892583,Germany,20580,2021-03-28,2022-08-24,Clothing,434.43,38064.13,,Yes,-,,True
1450,Jonathon Alexander,75,Other,jonathon.alexander@gmail.com,5083044058,United Kingdom,946,,2022-11-07,Electronics,479.92,40030.27,3.0,No,-,150.0,True
1148,Not Provided,90,Other,nathan@company.com,Not Provided,France,2346,2021-11-23,,Electronics,237.25,85998.69,1.0,Yes,-,,True
1220,Yvonne Gutierrez,90,Female,yvonne.gutierrez@gmail.com,5583034414,South Africa,39859,2020-11-12,2020-11-05,Toys,21.77,36243.5,3.0,Yes,-,100.0,True
1069,Shawn Deleon,18,Non-binary,shawn.deleon@yahoo.com,9226801824,United States Of America,22082,2020-02-20,2018-10-26,Clothing,435.39,,1.0,No,-,,True
1253,Lauren Bray,6,Male,lauren.bray@company.com,Not Provided,France,61287,2019-08-27,2018-02-03,Books,281.93,97878.88,2.0,No,-,200.5,True
1398,Adrian Miranda,74,Other,adrian.miranda@hotmail.com,4817175242,United States Of America,9435,2021-07-09,2020-01-25,Toys,133.22,55251.85,4.0,Yes,Office Government Author Represent Leave.,,True
1167,Mitchell Johnson,37,Not Provided,mitchell.johnson@hotmail.com,1024819346,Germany,51361,2023-01-25,2024-02-17,Books,357.75,59645.07,2.0,No,-,,True
1275,Jacob Pacheco,80,Female,jacob.pacheco@yahoo.com,9056165565,South Africa,Not Provided,,2020-12-25,Clothing,8.59,45315.32,3.0,No,See Attached File!!!,100.0,True
1470,Angela Garcia Dds,,Male,angela.garcia.dds@yahoo.com,6202812371,Germany,5620,2019-12-19,2018-06-23,Books,340.38,14215.36,5.0,No,See Attached File!!!,,True
1493,Christine Wolfe,33,Male,christine.wolfe@yahoo.com,Not Provided,Germany,88710,2020-04-14,2019-12-27,Electronics,177.18,65080.93,4.0,Yes,-,,True
1320,Ana Anderson,82,Not Provided,ana.anderson@yahoo.com,1249384308,United States Of America,81039,2021-11-05,2019-10-11,Electronics,261.41,62140.31,,Yes,-,200.5,True
1329,Christopher Rose,74,Male,christopher.rose@gmail.com,19611223386,South Africa,91511,2020-06-19,2019-02-12,Electronics,254.1,67207.41,3.0,Not Provided,-,100.0,True
1173,Not Provided,41,Other,mary@yahoo.com,4989266591,United States Of America,68221,2021-02-22,2019-11-11,Clothing,160.68,31173.93,4.0,Yes,-,,True
1272,Diana Reeves,83,Female,diana.reeves@gmail.com,9946579678,United Kingdom,37055,2020-11-11,2022-02-17,Clothing,22.08,75649.31,3.0,No,Wall Ahead Scene Store Marriage Ago Condition Painting.,150.0,True
1495,Heather Robinson,1,Male,heather.robinson@hotmail.com,9455158886,United States Of America,30005,2020-02-07,2021-01-18,Not Provided,181.66,39142.54,3.0,No,-,,True
1182,Nina Ali,89,Female,nina.ali@hotmail.com,7790714163,United Kingdom,89225,2018-11-16,,Books,237.27,92935.86,1.0,No,-,,True
1268,Not Provided,81,Non-binary,brian@yahoo.com,1401401193,Germany,775,2018-03-14,2020-08-10,Not Provided,66.41,63099.63,4.0,Yes,-,,True
1352,Paul Lamb,38,Male,paul.lamb@gmail.com,3467912141,United Kingdom,50010,2023-09-24,2021-10-11,Electronics,498.92,,5.0,Not Provided,See Attached File!!!,,True
1117,Dustin Marquez,15,Female,dustin.marquez@gmail.com,6661889241,South Africa,41121,2024-12-21,2020-01-20,Home And Garden,241.73,58491.56,2.0,No,See Attached File!!!,100.0,True
1393,Paul Gordon,75,Not Provided,paul.gordon@gmail.com,0667849843,Germany,560,2020-03-19,2024-05-20,Books,101.43,52824.8,5.0,Yes,Hundred Argue Hot State Wish.,200.5,True
1332,Not Provided,87,Female,patrick@company.com,2734151488,United States Of America,72151,2021-11-07,,Toys,342.06,80553.3,1.0,Yes,Skill Unit Better Author.,,True
1455,Alexis Martinez,64,Female,alexis.martinez@hotmail.com,Not Provided,United States Of America,35022,2024-08-01,,Books,47.98,56350.37,1.0,No,See Attached File!!!,,True
1444,Not Provided,57,Female,laurie@hotmail.com,3010272405,United Kingdom,46332,2021-08-15,2022-02-19,Toys,165.32,69232.3,5.0,Yes,Pretty Each Factor Paper Long Business Baby Economic.,,True
1356,Laura Vincent,57,Male,laura.vincent@hotmail.com,8027148727,United States Of America,15663,2023-11-22,2022-04-23,Clothing,142.74,70833.25,4.0,No,-,,True
1086,Michael Brennan,69,Non-binary,michael.brennan@company.com,3067383028,South Africa,38415,2019-06-19,2018-07-18,Electronics,83.2,84557.88,3.0,Yes,-,150.0,True
1438,Brian Cole,,Female,brian.cole@gmail.com,2983347743,Germany,Not Provided,2018-12-28,2024-10-16,Home & Garden,372.39,45998.69,2.0,No,-,100.0,True
1075,Lauren Robles,71,Non-binary,lauren.robles@company.com,0974993097,United States Of America,228,2019-09-24,,Clothing,381.87,85760.73,1.0,Yes,-,200.5,True
1451,Jeffery Campbell,84,Male,jeffery.campbell@company.com,0595565749,United States Of America,4584,2018-12-29,2022-03-09,Home & Garden,176.66,86023.04,4.0,Not Provided,See Attached File!!!,150.0,True
1015,Not Provided,65,Non-binary,francisco@company.com,2602563421,United Kingdom,50641,2021-02-09,2021-03-16,Electronics,194.6,43754.25,1.0,No,See Attached File!!!,200.5,True
1210,Joseph Ball,59,Male,joseph.ball@company.com,12520566474,United Kingdom,20418,,2023-07-07,Electronics,200.43,62706.35,3.0,No,-,,True
1180,Miss Kelly Dawson,8,Female,miss.kelly.dawson@gmail.com,9027703843,South Africa,4906,2020-08-21,2022-04-17,Books,279.93,63255.62,2.0,Yes,Member Recognize Past Purpose Growth Pretty Wish Beautiful.,200.5,True
1397,Anna Higgins,62,Not Provided,anna.higgins@gmail.com,3228898572,Germany,44937,2024-10-21,2021-02-04,Electronics,41.62,59481.85,5.0,No,-,200.5,True
1019,Trevor Young,63,Female,trevor.young@hotmail.com,14332003791,United Kingdom,60193,2021-01-11,2022-11-20,Electronics,228.15,26753.93,3.0,Yes,Throughout Team Those.,,True
1381,Paul Cruz,82,Male,paul.cruz@hotmail.com,6694320293,United States Of America,78110,2019-06-01,2021-11-15,Books,,84507.12,1.0,Yes,-,,True
1340,Michael Marshall,75,Female,michael.marshall@company.com,7118372742,United States Of America,22860,2023-08-08,2020-08-27,Home And Garden,,71270.19,1.0,Yes,-,,True
1056,Lisa Cox,13,Male,lisa.cox@company.com,4665905151,South Africa,73634,2021-04-07,2023-08-05,Books,111.5,75619.99,4.0,Yes,Exist Rich Prevent Trade Their Four.,200.5,True
1278,Elizabeth Brock,85,Female,elizabeth.brock@gmail.com,6853664987,United Kingdom,88523,2023-05-05,2023-07-09,Not Provided,302.34,63876.39,5.0,Yes,-,100.0,True
1467,Rebecca Lee,48,Male,rebecca.lee@company.com,9456804473,South Africa,13566,2021-05-04,2024-04-26,Electronics,175.87,76168.49,,Yes,-,150.0,True
1044,Stephen Taylor,11,Male,stephen.taylor@hotmail.com,7586926179,France,539,2022-10-01,2020-05-27,Electronics,151.42,25429.56,3.0,No,-,150.0,True
1154,Amy Dunlap,85,Other,amy.dunlap@yahoo.com,Not Provided,South Africa,21393,2021-08-12,2019-06-16,Electronics,,81142.86,5.0,No,-,,True
1025,Laura Odonnell,53,Female,laura.odonnell@gmail.com,6631931491,South Africa,74678,2024-03-03,,Books,31.83,57218.45,,Yes,-,200.5,True
1265,Dylan Moreno,18,Female,dylan.moreno@company.com,1832192855,Germany,90281,,2019-02-16,Electronics,10.55,45501.09,5.0,No,Actually Million Health Machine.,200.5,True
1042,Joshua Mata,81,Male,joshua.mata@gmail.com,8842474517,United States Of America,10370,2021-03-21,2024-08-30,Electronics,405.86,52687.03,,No,-,100.0,True
1312,Amy Hudson,51,Non-binary,amy.hudson@hotmail.com,3780182043,Germany,32651,2023-02-05,2020-05-24,Electronics,183.94,,4.0,Yes,-,,True
1412,Bradley Holt,63,Other,bradley.holt@company.com,2447315847,United States Of America,98175,2019-02-08,2024-07-04,Electronics,395.13,38205.56,4.0,Not Provided,Job Watch Two Economic Cup Suffer Response.,,True
1456,James Hawkins,61,Male,james.hawkins@company.com,Not Provided,United States Of America,93822,2018-04-26,2024-05-03,Clothing,350.62,96214.96,3.0,Yes,-,,True
1284,Lance Li,3,Non-binary,lance.li@company.com,5700272063,United States Of America,82853,2020-04-29,2020-01-08,Electronics,328.06,49948.64,,No,-,100.0,True
1126,Austin Orr,28,Female,austin.orr@hotmail.com,Not Provided,United States Of America,58622,2021-11-18,2020-09-25,Electronics,272.42,54305.76,4.0,No,Begin Suggest Speak Business.,200.5,True
1334,Kevin Tran,39,Male,kevin.tran@company.com,7751536637,United Kingdom,59479,2022-09-02,2025-01-17,Home And Garden,265.65,65941.95,4.0,Yes,See Attached File!!!,,True
1031,Christopher Jones,80,Male,christopher.jones@yahoo.com,0679740344,Germany,Not Provided,2022-02-03,2022-08-29,Home & Garden,457.18,92045.56,3.0,No,Name Positive Training Step.,,True
1113,Steven Martin,1,Not Provided,steven.martin@yahoo.com,6436110371,United States Of America,17894,2025-02-07,,Home & Garden,267.86,,2.0,No,-,100.0,True
1255,Shelby Warner,72,Female,shelby.warner@company.com,3554864015,United States Of America,45750,2021-09-03,,Clothing,15.39,14497.15,3.0,No,-,100.0,True
1218,Kent Huynh,11,Female,kent.huynh@gmail.com,1455616814,United States Of America,62211,2019-07-30,2023-11-08,Clothing,49.67,76076.04,2.0,Yes,-,200.5,True
1416,Richard Johnston,62,Not Provided,richard.johnston@yahoo.com,0742608805,Not Provided,85013,2022-05-05,2020-12-15,Home & Garden,43.14,39817.35,5.0,Yes,-,100.0,True
1057,Maria Murphy,34,Female,maria.murphy@hotmail.com,2816850542,France,28575,2022-05-02,2024-12-27,Home & Garden,172.85,73625.6,1.0,Yes,-,100.0,True
1396,Douglas Sanders,73,Non-binary,douglas.sanders@gmail.com,3565215681,United States Of America,66322,2021-01-28,,Home And Garden,166.21,46975.59,1.0,No,-,,True
1024,Rachael Pearson,89,Male,rachael.pearson@hotmail.com,0330923271,Germany,74421,,2020-07-26,Toys,290.24,44112.35,5.0,Yes,Sing Clearly Find Official.,,True
1017,Teresa Mclaughlin,24,Male,teresa.mclaughlin@hotmail.com,13561595148,United Kingdom,41039,2022-09-23,2018-08-02,Electronics,,61284.95,5.0,No,Past Feeling Nature A.,150.0,True
1192,Melissa Nelson,67,Not Provided,melissa.nelson@yahoo.com,18463122417,United States Of America,81468,2021-05-18,2023-12-12,Books,386.31,84070.68,4.0,No,-,,True
1066,Not Provided,9,Not Provided,Not Provided,5569092755,Germany,58689,2022-04-16,2024-01-18,Books,68.04,71250.52,5.0,Yes,See Attached File!!!,,False
1286,Not Provided,71,Male,christopher@yahoo.com,15291086771,United States Of America,29924,2018-10-17,2020-02-29,Not Provided,411.68,87648.23,3.0,No,-,,True
1422,Derek Mcintosh,62,Female,derek.mcintosh@gmail.com,Not Provided,France,11519,2024-02-16,2020-03-22,Electronics,248.16,43461.93,3.0,Not Provided,Issue Character Maybe Meet Apply Evening.,,True
1000,Not Provided,54,Not Provided,randy@yahoo.com,Not Provided,Germany,49397,2022-03-06,2019-07-01,Home And Garden,69.7,61575.02,3.0,No,Behavior Here Need.,100.0,True
1311,Not Provided,41,Female,michelle@company.com,5199663658,United States Of America,6506,2018-08-22,2019-09-26,Electronics,437.71,51964.3,1.0,No,-,,True
1368,James Novak,52,Male,james.novak@yahoo.com,6112849718,United Kingdom,46232,2019-02-24,2021-09-14,Not Provided,239.34,43725.51,2.0,Yes,-,,True
